InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV664976,S00088,Product 088,7,10-10-2024,63.46,C1027,United Kingdom
INV196277,S00103,Product 103,6,01-10-2024,134.45,C1024,USA
INV584509,S00034,Product 034,7,04-01-2024,22.03,C1115,United Kingdom
INV601720,S00014,Product 014,7,11-12-2024,50.07,C1073,Spain
INV127975,S00073,Product 073,9,23-04-2025,30.46,C1023,USA
INV593477,S00072,Product 072,8,23-07-2025,65.22,C1016,Germany
INV750639,S00045,Product 045,6,20-07-2024,21.76,C1005,India
INV430831,S00022,Product 022,8,19-06-2025,114.6,C1059,Spain
INV590484,S00102,Product 102,1,18-06-2025,17.31,C1012,India
INV357465,S00101,Product 101,7,23-08-2025,100.46,C1070,Spain
INV343666,S00089,Product 089,5,14-08-2024,41.62,C1052,USA
INV216544,S00069,Product 069,9,01-06-2025,71.88,C1076,France
INV395057,S00032,Product 032,5,09-12-2024,31.6,C1024,United Kingdom
INV822874,S00048,Product 048,2,05-02-2024,110.07,C1017,India
INV942045,S00009,Product 009,7,13-06-2024,142.34,C1012,USA
INV672062,S00030,Product 030,9,12-02-2025,34.82,C1011,France
INV661925,S00054,Product 054,1,07-04-2024,143.07,C1008,India
INV652438,S00052,Product 052,1,21-09-2024,50.14,C1031,USA
INV528320,S00010,Product 010,6,16-04-2025,84.56,C1096,Spain
INV480731,S00114,Product 114,6,01-04-2024,105.84,C1072,India
INV658828,S00032,Product 032,5,28-10-2024,31.49,C1030,Spain
INV805959,S00061,Product 061,1,10-05-2024,67.83,C1111,India
INV472367,S00056,Product 056,6,22-11-2024,12.04,C1091,France
INV609302,S00056,Product 056,6,26-05-2024,105.16,C1093,Spain
INV523163,S00101,Product 101,8,09-08-2025,63.66,C1107,United Kingdom
INV356961,S00089,Product 089,4,16-02-2024,133.96,C1089,Germany
INV361278,S00104,Product 104,4,08-08-2025,42.55,C1114,Spain
INV170893,S00046,Product 046,1,26-04-2025,138.69,C1039,India
INV495867,S00032,Product 032,6,04-06-2025,22.87,C1102,United Kingdom
INV741209,S00051,Product 051,6,01-06-2025,91.83,C1013,United Kingdom
INV717032,S00067,Product 067,3,24-04-2024,47.56,C1036,United Kingdom
INV987099,S00041,Product 041,7,20-07-2025,28.9,C1107,Spain
INV135947,S00055,Product 055,9,27-12-2024,15.9,C1016,France
INV784590,S00018,Product 018,2,07-08-2025,99.04,C1060,United Kingdom
INV815523,S00070,Product 070,6,17-06-2025,36.51,C1040,India
INV492790,S00085,Product 085,7,18-12-2024,86.78,C1012,Spain
INV354681,S00063,Product 063,1,15-08-2024,146.95,C1028,United Kingdom
INV421391,S00104,Product 104,2,12-03-2024,48.76,C1064,India
INV714303,S00119,Product 119,4,02-03-2024,7.17,C1075,USA
INV875949,S00108,Product 108,2,24-08-2024,23.14,C1081,France
INV678452,S00012,Product 012,4,08-05-2025,19.66,C1015,USA
INV562768,S00105,Product 105,2,03-11-2024,70.57,C1038,France
INV687364,S00040,Product 040,9,19-10-2024,112.21,C1012,United Kingdom
INV163536,S00054,Product 054,6,28-05-2024,45.87,C1001,United Kingdom
INV647315,S00050,Product 050,3,09-12-2024,23.58,C1046,United Kingdom
INV137926,S00034,Product 034,8,22-01-2025,96.83,C1074,Germany
INV963190,S00105,Product 105,1,20-08-2025,46.57,C1044,France
INV900285,S00076,Product 076,6,19-03-2025,87.13,C1004,France
INV557509,S00116,Product 116,7,04-01-2025,140.2,C1026,France
INV436672,S00114,Product 114,8,07-07-2025,45.12,C1051,USA
INV759086,S00050,Product 050,3,15-09-2024,77.85,C1042,United Kingdom
INV673823,S00087,Product 087,6,22-07-2025,121.41,C1098,USA
INV734903,S00060,Product 060,7,12-08-2024,104.37,C1071,Germany
INV564023,S00059,Product 059,8,18-03-2024,113.22,C1119,USA
INV312640,S00089,Product 089,2,10-09-2024,116.34,C1021,United Kingdom
INV165926,S00082,Product 082,9,19-03-2024,81.91,C1044,United Kingdom
INV354974,S00109,Product 109,3,12-03-2024,81.34,C1010,United Kingdom
INV576098,S00092,Product 092,4,19-06-2025,108.4,C1002,Germany
INV481614,S00075,Product 075,2,28-04-2025,105.25,C1110,USA
INV555729,S00110,Product 110,2,14-05-2024,101.17,C1059,France
INV349927,S00013,Product 013,3,24-05-2025,58.56,C1079,United Kingdom
INV944081,S00091,Product 091,2,11-02-2024,124.62,C1033,Spain
INV430068,S00047,Product 047,7,21-06-2024,36.96,C1006,Spain
INV861539,S00052,Product 052,6,05-03-2025,25.05,C1107,India
INV451864,S00094,Product 094,4,03-07-2024,53.08,C1079,India
INV499227,S00033,Product 033,5,20-03-2025,39.57,C1085,India
INV643477,S00106,Product 106,6,15-06-2025,100.15,C1064,United Kingdom
INV336818,S00060,Product 060,2,10-02-2024,36.19,C1048,France
INV297900,S00042,Product 042,3,15-01-2024,99.16,C1050,Spain
INV441271,S00040,Product 040,8,25-07-2025,77.96,C1091,Spain
INV823861,S00051,Product 051,1,12-11-2024,24.56,C1027,USA
INV230140,S00113,Product 113,9,03-11-2024,40.24,C1040,USA
INV493782,S00013,Product 013,9,08-10-2024,79.22,C1036,India
INV704904,S00061,Product 061,3,20-09-2024,110.5,C1062,Germany
INV735618,S00100,Product 100,3,23-02-2025,60.94,C1116,Spain
INV490965,S00057,Product 057,2,18-12-2024,36.46,C1110,India
INV173298,S00068,Product 068,6,09-04-2024,45.67,C1065,Germany
INV114315,S00042,Product 042,2,15-01-2025,16.08,C1024,India
INV522968,S00017,Product 017,8,10-02-2025,5.72,C1112,Germany
INV829039,S00077,Product 077,4,10-03-2024,146.02,C1037,United Kingdom
INV125397,S00110,Product 110,9,17-08-2024,16.27,C1042,Germany
INV898729,S00062,Product 062,8,25-04-2025,20.48,C1106,USA
INV708318,S00052,Product 052,4,11-01-2025,130.9,C1031,USA
INV107250,S00016,Product 016,6,23-03-2024,100.2,C1055,USA
INV409338,S00113,Product 113,1,25-01-2024,66.54,C1110,Germany
INV298451,S00104,Product 104,1,19-12-2024,98.06,C1038,India
INV954326,S00108,Product 108,5,07-10-2024,140.38,C1074,Germany
INV599303,S00043,Product 043,5,07-08-2025,16.71,C1004,United Kingdom
INV391711,S00075,Product 075,4,13-11-2024,38.07,C1119,Germany
INV350243,S00052,Product 052,1,20-07-2025,129.32,C1050,United Kingdom
INV607424,S00028,Product 028,8,10-05-2024,117.53,C1080,Spain
INV104585,S00025,Product 025,4,28-09-2024,149.15,C1060,India
INV331648,S00046,Product 046,5,25-03-2024,48.46,C1052,United Kingdom
INV248868,S00066,Product 066,4,15-12-2024,141.84,C1048,United Kingdom
INV658100,S00015,Product 015,5,24-04-2024,52.87,C1002,France
INV702300,S00084,Product 084,6,26-10-2024,107.83,C1033,United Kingdom
INV520337,S00055,Product 055,7,28-07-2024,132.65,C1045,India
INV226026,S00105,Product 105,5,22-04-2024,27.28,C1044,France
INV433565,S00034,Product 034,2,28-02-2024,32.43,C1032,France
INV858609,S00007,Product 007,8,07-11-2024,87.98,C1077,United Kingdom
INV283320,S00038,Product 038,3,29-07-2025,126.89,C1099,India
INV247030,S00116,Product 116,1,30-04-2024,13.68,C1106,India
INV200369,S00039,Product 039,1,03-09-2024,127.93,C1116,India
INV835042,S00084,Product 084,7,16-05-2024,52.78,C1077,Spain
INV207891,S00101,Product 101,4,06-05-2025,62.12,C1049,Germany
INV623456,S00034,Product 034,1,09-09-2024,52.3,C1077,United Kingdom
INV999135,S00077,Product 077,8,15-08-2025,136.9,C1015,Germany
INV677630,S00025,Product 025,3,29-05-2024,21.36,C1098,Spain
INV471079,S00044,Product 044,9,19-02-2024,86.99,C1064,United Kingdom
INV286143,S00036,Product 036,8,20-12-2024,23.92,C1019,United Kingdom
INV101736,S00081,Product 081,1,31-01-2025,139.43,C1051,Germany
INV240006,S00105,Product 105,7,25-08-2025,120.09,C1036,United Kingdom
INV957634,S00031,Product 031,6,13-06-2025,36.61,C1041,United Kingdom
INV229243,S00035,Product 035,2,21-06-2025,46.07,C1006,France
INV117981,S00098,Product 098,4,20-01-2025,58.46,C1001,India
INV834464,S00056,Product 056,5,06-08-2024,62,C1041,France
INV476727,S00062,Product 062,2,17-09-2024,122.97,C1036,United Kingdom
INV421296,S00084,Product 084,7,22-03-2024,85.55,C1119,France
INV745729,S00017,Product 017,3,19-09-2024,65.34,C1031,United Kingdom
INV570725,S00104,Product 104,9,09-08-2024,108.48,C1039,Spain
INV923138,S00044,Product 044,8,22-01-2024,69.76,C1109,Germany
INV520838,S00079,Product 079,6,04-05-2024,20.98,C1103,France
INV741596,S00052,Product 052,2,21-11-2024,17.91,C1006,USA
INV890975,S00090,Product 090,1,12-08-2024,50.24,C1010,Spain
INV517262,S00073,Product 073,2,27-08-2025,91.22,C1011,India
INV355853,S00021,Product 021,5,17-10-2024,21.96,C1055,France
INV976996,S00023,Product 023,8,05-08-2025,83.42,C1068,USA
INV304114,S00105,Product 105,2,05-02-2025,41.9,C1042,India
INV135387,S00062,Product 062,7,25-01-2024,104.92,C1001,Spain
INV620337,S00033,Product 033,1,03-05-2024,6.18,C1024,Spain
INV988201,S00018,Product 018,3,05-03-2025,71.42,C1073,Spain
INV177794,S00016,Product 016,6,27-11-2024,9.74,C1044,United Kingdom
INV864451,S00110,Product 110,8,02-07-2024,50.92,C1014,Germany
INV847388,S00117,Product 117,7,13-11-2024,4.31,C1078,India
INV936036,S00047,Product 047,5,03-07-2025,71.43,C1073,France
INV479405,S00024,Product 024,1,24-08-2024,115.52,C1058,India
INV329294,S00050,Product 050,3,28-01-2024,16.83,C1112,Spain
INV560928,S00017,Product 017,8,08-07-2024,110.81,C1101,United Kingdom
INV228212,S00066,Product 066,1,23-07-2025,88.46,C1004,Spain
INV858564,S00075,Product 075,7,08-04-2025,76.68,C1108,Spain
INV696983,S00118,Product 118,7,24-05-2025,90.72,C1005,France
INV534992,S00038,Product 038,7,08-07-2025,51.71,C1057,India
INV564272,S00024,Product 024,2,12-03-2024,107.13,C1108,France
INV740908,S00016,Product 016,3,20-06-2024,117.39,C1117,United Kingdom
INV570850,S00045,Product 045,2,06-02-2024,117.18,C1002,United Kingdom
INV855825,S00072,Product 072,4,03-01-2024,41.88,C1008,USA
INV932156,S00008,Product 008,5,22-05-2025,98.78,C1028,France
INV954810,S00091,Product 091,2,23-07-2025,23.92,C1033,France
INV658072,S00055,Product 055,6,04-04-2024,75.32,C1033,Germany
INV768294,S00095,Product 095,3,15-03-2025,2.39,C1050,India
INV379957,S00056,Product 056,6,21-11-2024,30.65,C1038,Spain
INV134304,S00019,Product 019,3,12-02-2024,95.5,C1069,USA
INV460059,S00003,Product 003,9,10-07-2025,131.41,C1102,USA
INV884538,S00067,Product 067,3,13-06-2025,9.26,C1065,USA
INV220146,S00065,Product 065,8,11-12-2024,84.67,C1039,Germany
INV591140,S00097,Product 097,2,06-03-2025,96.24,C1068,Spain
INV273082,S00105,Product 105,1,29-08-2024,139.99,C1074,France
INV486344,S00020,Product 020,2,27-04-2025,98.96,C1107,India
INV229014,S00038,Product 038,4,27-09-2024,17.25,C1113,India
INV761269,S00025,Product 025,9,24-08-2025,23.72,C1033,Germany
INV829261,S00013,Product 013,2,08-02-2024,96.09,C1110,USA
INV782517,S00001,Product 001,8,14-04-2024,33.91,C1098,Germany
INV734385,S00010,Product 010,7,12-08-2025,139.39,C1015,USA
INV311637,S00063,Product 063,4,24-06-2024,138.26,C1066,USA
INV577309,S00019,Product 019,4,07-07-2024,142.4,C1018,United Kingdom
INV194307,S00024,Product 024,9,26-04-2025,45.36,C1058,France
INV436930,S00015,Product 015,7,25-04-2024,108.11,C1005,France
INV555232,S00087,Product 087,3,08-11-2024,100.13,C1035,India
INV701644,S00076,Product 076,9,22-06-2024,7.27,C1070,India
INV187122,S00115,Product 115,4,30-04-2024,41.3,C1036,United Kingdom
INV513013,S00014,Product 014,1,09-08-2025,32.6,C1001,USA
INV893109,S00025,Product 025,8,01-05-2024,56.88,C1046,Germany
INV574727,S00055,Product 055,8,27-02-2024,143.05,C1064,France
INV592314,S00078,Product 078,4,13-02-2025,127.15,C1091,Germany
INV723331,S00016,Product 016,7,11-06-2025,45.43,C1016,United Kingdom
INV837895,S00026,Product 026,3,18-03-2024,80.44,C1057,Spain
INV241862,S00051,Product 051,8,06-03-2025,30.46,C1023,United Kingdom
INV560174,S00003,Product 003,4,24-11-2024,43.06,C1018,United Kingdom
INV126959,S00048,Product 048,3,19-05-2025,11.62,C1014,India
INV527076,S00091,Product 091,5,18-03-2024,97.11,C1091,France
INV832162,S00063,Product 063,3,16-08-2025,99.22,C1110,Spain
INV878887,S00052,Product 052,6,11-01-2025,126.1,C1079,USA
INV355167,S00059,Product 059,7,27-05-2025,130.99,C1045,United Kingdom
INV447736,S00113,Product 113,4,08-08-2024,25.69,C1113,India
INV596404,S00062,Product 062,8,27-07-2025,111.97,C1059,United Kingdom
INV456321,S00064,Product 064,4,15-01-2025,21.94,C1063,India
INV260270,S00111,Product 111,9,18-03-2024,57.31,C1076,Germany
INV374419,S00019,Product 019,3,15-07-2025,78.3,C1078,United Kingdom
INV463650,S00012,Product 012,7,28-04-2025,9.32,C1059,Germany
INV566831,S00054,Product 054,5,01-07-2024,25.2,C1057,France
INV928657,S00038,Product 038,9,27-11-2024,42.13,C1038,India
INV590364,S00025,Product 025,2,23-08-2024,20.88,C1081,India
INV448404,S00015,Product 015,2,26-11-2024,140.25,C1080,India
INV694414,S00105,Product 105,8,09-08-2025,44.67,C1052,United Kingdom
INV795749,S00074,Product 074,9,30-06-2025,76.17,C1085,USA
INV487451,S00083,Product 083,7,11-05-2024,149.49,C1016,France
INV540338,S00015,Product 015,5,13-08-2025,85.86,C1049,United Kingdom
INV296053,S00041,Product 041,4,23-09-2024,62.9,C1118,USA
INV878308,S00074,Product 074,6,04-03-2025,139.61,C1088,India
INV880156,S00063,Product 063,7,09-04-2025,34.93,C1086,United Kingdom
INV257418,S00083,Product 083,3,20-10-2024,28.57,C1103,France
INV411400,S00080,Product 080,1,04-10-2024,81.23,C1073,USA
INV344752,S00050,Product 050,1,04-10-2024,65.24,C1079,India
INV930648,S00094,Product 094,4,08-06-2025,119.95,C1057,Germany
INV158702,S00031,Product 031,7,22-08-2024,8.22,C1099,India
INV286617,S00010,Product 010,4,19-06-2024,93.42,C1085,Germany
INV383416,S00109,Product 109,6,07-08-2024,107.18,C1062,France
INV604051,S00003,Product 003,5,28-04-2024,145.84,C1015,Germany
INV324080,S00034,Product 034,3,26-08-2024,23.57,C1096,India
INV582953,S00014,Product 014,7,10-03-2024,38.44,C1039,USA
INV772502,S00028,Product 028,7,24-02-2024,140,C1043,United Kingdom
INV845782,S00048,Product 048,9,16-03-2025,95.33,C1014,Spain
INV189155,S00016,Product 016,8,17-02-2024,7.63,C1026,Germany
INV224966,S00056,Product 056,4,11-12-2024,13.45,C1015,India
INV185674,S00111,Product 111,7,19-04-2025,118.25,C1011,United Kingdom
INV918942,S00017,Product 017,4,16-03-2025,85.99,C1002,France
INV686888,S00111,Product 111,8,28-09-2024,85.68,C1035,Germany
INV578284,S00049,Product 049,6,27-04-2024,132.22,C1090,USA
INV811820,S00071,Product 071,8,19-07-2025,37.68,C1103,United Kingdom
INV627497,S00053,Product 053,3,22-05-2025,25.74,C1027,Spain
INV311908,S00038,Product 038,1,07-01-2025,92.84,C1050,United Kingdom
INV559149,S00013,Product 013,2,22-02-2024,132.6,C1099,Spain
INV732889,S00071,Product 071,5,22-01-2024,41.26,C1084,India
INV132422,S00110,Product 110,9,10-07-2024,102.83,C1108,India
INV645701,S00062,Product 062,6,05-04-2024,24.55,C1050,United Kingdom
INV547381,S00072,Product 072,8,07-06-2025,27.44,C1020,India
INV162555,S00077,Product 077,5,05-05-2024,135.42,C1017,Germany
INV337194,S00047,Product 047,9,20-06-2024,19.46,C1085,India
INV503681,S00015,Product 015,9,16-08-2025,5.6,C1003,USA
INV408419,S00061,Product 061,2,12-05-2025,116.69,C1055,United Kingdom
INV361059,S00104,Product 104,8,12-05-2024,55.65,C1042,France
INV684190,S00038,Product 038,1,21-08-2024,60.71,C1110,USA
INV463926,S00104,Product 104,6,09-11-2024,120.38,C1119,United Kingdom
INV547926,S00102,Product 102,4,07-02-2025,28.63,C1058,Germany
INV818483,S00030,Product 030,3,23-07-2025,98.25,C1069,Spain
INV183896,S00069,Product 069,9,13-06-2025,48.4,C1045,USA
INV423914,S00089,Product 089,6,17-08-2025,17.43,C1093,Germany
INV165737,S00059,Product 059,2,25-01-2024,103.75,C1035,France
INV934594,S00084,Product 084,2,23-05-2024,49.16,C1089,India
INV267091,S00109,Product 109,2,08-12-2024,130.26,C1108,United Kingdom
INV837879,S00075,Product 075,3,30-01-2024,138.02,C1020,Germany
INV271796,S00100,Product 100,1,04-08-2024,127.66,C1027,Germany
INV391650,S00096,Product 096,3,03-04-2024,49.71,C1045,France
INV647470,S00097,Product 097,7,21-07-2025,37.01,C1099,Spain
INV848236,S00102,Product 102,8,08-02-2024,134.13,C1076,Germany
INV260032,S00027,Product 027,8,31-03-2024,69.04,C1023,France
INV291808,S00003,Product 003,5,28-04-2024,106.75,C1044,USA
INV893546,S00019,Product 019,7,31-03-2024,124.42,C1077,India
INV389768,S00030,Product 030,9,11-12-2024,43.1,C1115,USA
INV288784,S00083,Product 083,1,09-08-2024,19.63,C1054,India
INV769169,S00061,Product 061,9,08-07-2025,94.47,C1008,Spain
INV182018,S00056,Product 056,7,07-06-2024,89.35,C1012,Germany
INV880267,S00002,Product 002,4,22-11-2024,41.99,C1003,United Kingdom
INV888170,S00082,Product 082,5,05-02-2025,88.54,C1015,Spain
INV870867,S00044,Product 044,4,15-01-2025,118.97,C1049,France
INV365794,S00091,Product 091,2,29-04-2025,53.8,C1033,India
INV202788,S00014,Product 014,3,02-05-2024,37.86,C1036,United Kingdom
INV482879,S00036,Product 036,3,04-11-2024,109.3,C1091,USA
INV401119,S00007,Product 007,1,01-05-2025,118.31,C1057,Germany
INV963122,S00034,Product 034,5,08-06-2025,143.23,C1087,France
INV668525,S00110,Product 110,5,10-01-2025,23.84,C1065,France
INV949931,S00059,Product 059,3,31-01-2025,133.61,C1024,USA
INV775787,S00053,Product 053,2,09-06-2025,115.23,C1113,India
INV743424,S00033,Product 033,9,14-01-2025,105.88,C1057,United Kingdom
INV200660,S00032,Product 032,7,30-07-2025,48.33,C1100,USA
INV162044,S00080,Product 080,5,18-03-2024,5.28,C1011,India
INV141841,S00118,Product 118,7,30-07-2024,77.12,C1101,United Kingdom
INV634005,S00089,Product 089,4,09-03-2024,44.29,C1085,India
INV281538,S00088,Product 088,-2,25-02-2024,44.89,C1029,United Kingdom
INV990169,S00057,Product 057,7,13-10-2024,139.22,C1095,France
INV219395,S00012,Product 012,7,17-05-2024,24.64,C1089,United Kingdom
INV952223,S00087,Product 087,6,04-09-2024,140.27,C1107,United Kingdom
INV700875,S00097,Product 097,6,23-09-2024,76.56,C1025,Spain
INV195402,S00061,Product 061,1,12-01-2025,126.07,C1106,India
INV152607,S00011,Product 011,6,28-07-2025,43.97,C1091,France
INV456370,S00085,Product 085,6,31-05-2025,95.82,C1040,France
INV405060,S00110,Product 110,4,18-08-2024,84.38,C1042,Spain
INV383982,S00027,Product 027,3,16-07-2024,138.78,C1030,United Kingdom
INV575704,S00019,Product 019,9,13-04-2025,28.54,C1057,United Kingdom
INV216755,S00088,Product 088,4,16-03-2024,32.28,C1107,United Kingdom
INV216511,S00040,Product 040,3,24-11-2024,142.45,C1100,United Kingdom
INV725317,S00086,Product 086,7,14-09-2024,16.5,C1017,India
INV991277,S00084,Product 084,5,21-04-2024,95.93,C1015,Spain
INV346463,S00032,Product 032,6,09-01-2025,10.96,C1007,Germany
INV938735,S00006,Product 006,6,14-07-2024,13.39,C1073,Spain
INV410378,S00067,Product 067,4,22-04-2024,90.38,C1037,France
INV402297,S00049,Product 049,2,01-02-2025,83.6,C1091,United Kingdom
INV181322,S00102,Product 102,2,15-04-2024,86.81,C1091,USA
INV480993,S00043,Product 043,9,13-02-2025,72.1,C1023,USA
INV548170,S00030,Product 030,5,08-04-2024,111.87,C1083,India
INV697392,S00103,Product 103,4,21-09-2024,148.84,C1091,India
INV242350,S00088,Product 088,3,06-05-2025,42.82,C1118,Spain
INV269823,S00074,Product 074,7,19-05-2024,49.87,C1086,India
INV488880,S00114,Product 114,9,11-04-2025,49.81,C1043,Spain
INV162683,S00094,Product 094,7,14-03-2025,114.96,C1119,United Kingdom
INV229007,S00104,Product 104,5,02-07-2025,53.51,C1033,Germany
INV666167,S00096,Product 096,5,12-04-2024,102.16,C1096,USA
INV958463,S00048,Product 048,8,10-03-2025,67.99,C1045,France
INV615665,S00008,Product 008,8,23-07-2025,91.96,C1112,India
INV230484,S00073,Product 073,4,08-04-2025,124.69,C1093,United Kingdom
INV991890,S00092,Product 092,9,24-04-2024,78.08,C1071,France
INV569697,S00119,Product 119,8,14-05-2025,72.33,C1025,United Kingdom
INV745159,S00082,Product 082,8,06-03-2024,41.51,C1022,Germany
INV277281,S00068,Product 068,1,24-12-2024,78.35,C1113,United Kingdom
INV620591,S00069,Product 069,2,29-10-2024,40.84,C1096,Germany
INV168725,S00014,Product 014,3,18-11-2024,126.85,C1061,Spain
INV663166,S00001,Product 001,7,11-11-2024,59.55,C1105,United Kingdom
INV282077,S00006,Product 006,1,20-01-2024,21.11,C1093,Germany
INV918562,S00108,Product 108,1,04-11-2024,37.52,C1046,India
INV149296,S00095,Product 095,1,23-07-2025,81.12,C1099,United Kingdom
INV687366,S00031,Product 031,2,22-09-2024,137.61,C1095,Spain
